conversation_id,id,request_id,tenant_name,tenant_id,user_id,message,created_at,expert,answer,page_path,time_took,tags
5395c53b-6b52-46f1-9042-eca3bf80b255,a9fda3a6-cc12-41b8-845b-62e7b38afd0d,a9fda3a6-cc12-41b8-845b-62e7b38afd0d,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cca00d8730172e5d4f439db7dce,"Create a new record, based on file that is provided.",2025-08-19T19:51:05.046000,Maestro,"### Actions I’ll take next:

- Create a record in Campaigns, based on provided document

Should I go ahead?",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,7.093,
ed931f2e-a1e5-41bc-8467-001ca2d89d73,bdfd1ff5-2610-4ae9-99ac-1a429d7f9686,bdfd1ff5-2610-4ae9-99ac-1a429d7f9686,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb900e2d8e46b4751c04f4db5b4,"Create a new record, based on file that is provided.",2025-08-19T19:47:38.508000,Maestro,"### Actions I’ll take next:

- Create a record in Campaigns, based on provided document

Should I go ahead?",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,6.493,
c1e797ce-b5aa-4ea8-9abe-e256eb0d17ef,bbd223b9-26eb-432a-90ee-240fbc74d6cd,bbd223b9-26eb-432a-90ee-240fbc74d6cd,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb100330cc6da0666946e0fbb2d,"Create a new record, based on file that is provided.",2025-08-19T19:47:36.393000,Maestro,"### Actions I’ll take next:

- Create a record in Campaigns, based on provided document

Should I go ahead?",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,8.503,
c1e797ce-b5aa-4ea8-9abe-e256eb0d17ef,72b0800e-c9cf-4327-8d27-f4fea5fcbfd6,72b0800e-c9cf-4327-8d27-f4fea5fcbfd6,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb100330cc6da0666946e0fbb2d,What are connected projects in this workspace,2025-08-19T19:59:33.883000,Maestro,"1 task(s) have been completed successfully.
- Records retrieved from Project.

Here are the connected projects in this workspace:

1. **P1 2026 Balanced Health Initiative - Roman K**
   - Campaigns: Roman K - P1 2026 Balanced Health Initiative

2. **User 23 - P1 2026 Balanced Health Initiative - User 20**
   - Campaigns: User 20 - P1 2026 Balanced Health Initiative

3. **RK2 - P1 2026 Balanced Health Initiative**
   - Campaigns: P1 2026 Balanced Health Initiative

4. **User21_Alex Testing Campaign**
   - Campaigns: Alex Testing Campaign

5. **User 20 - P1 2026 Balanced Health Initiative**
   - Campaigns: User 20 - P1 2026 Balanced Health Initiative",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,12.457,
c1e797ce-b5aa-4ea8-9abe-e256eb0d17ef,f544919c-4a11-4baf-a05f-a9a809b828be,f544919c-4a11-4baf-a05f-a9a809b828be,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb100330cc6da0666946e0fbb2d,How do I manage a request form in Planning?,2025-08-19T20:00:30.329000,Help_Documentation,"To manage a request form in Adobe Workfront Planning, you can follow these steps:

1. **Create a Request Form**: Start by creating a request form for each record type you need. This allows users to submit new records by filling out the form.

2. **Manage the Request Form**: Once the form is created, you can manage it by:
   - **Editing the Form**: You can modify the fields and layout of the request form as needed.
   - **Sharing the Form**: Share the request form with users so they can access it and submit their requests.

3. **Submit Requests**: Users can submit requests through the form you created. Ensure that they know how to access and fill out the form correctly.

4. **Unpublish a Request Form**: If you need to stop users from submitting requests, you can unpublish the request form.

5. **Add Approvals**: If necessary, you can add an approval process to the request form. This means that submitted requests will need to be approved before they are processed.

6. **Approve Requests**: As an admin, you can review and approve the requests that have been submitted through the form.

By following these steps, you can effectively manage request forms in Adobe Workfront Planning, ensuring that the process is streamlined and efficient.

Sources:
- [Adobe Workfront Planning Requests: Article Index: DocumentationWorkfrontWorkfron,6b-2202-40d6-bcd0-3ee0c2316b43](https://experienceleague.adobe.com/en/docs/workfront/using/adobe-workfront-planning/adobe-workfront-planning-requests/requests-article-index#:~:text=DocumentationWorkfrontWorkfron,6b-2202-40d6-bcd0-3ee0c2316b43)",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,7.637,
eb5b05af-7e72-4435-a588-520888cdb673,5f7fab8c-d57d-4580-92a3-09102e31c6cc,5f7fab8c-d57d-4580-92a3-09102e31c6cc,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cce00338b54fc31721c8713c1d5,"Create a new record, based on file that is provided.",2025-08-19T19:47:35.816000,Maestro,"### Actions I’ll perform:

- Create a record in Campaigns, based on provided document

Should I go ahead?

# AI Assistant is experiencing a high load

Please retry in a few seconds. AI Assistant will remember the prompt and conversation.",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,69.344,
fdb3ebc9-2aa2-4385-a878-5f60435dd75b,593325d0-93f0-4300-87a6-f176150c4773,593325d0-93f0-4300-87a6-f176150c4773,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cca00d8730172e5d4f439db7dce,how do I change my view from calendar to timeline,2025-08-19T19:43:13.060000,Help_Documentation,"To change your view from calendar to timeline in Workfront, follow these steps:

1. Navigate to the area where your calendar view is currently displayed.
2. Look for the option to switch views, which is typically found in the toolbar or view menu.
3. Select the timeline view option from the available views. This may be labeled as ""Timeline"" or similar.

If you have created a timeline view previously, you can also access it directly from the list of views available for your record type.

If you encounter any issues or if the timeline view is not available, ensure that you have the necessary date fields set up, as the timeline view requires at least two date fields to be active.

Sources:
- [Manage the calendar view: Edit the calendar...](https://experienceleague.adobe.com/en/docs/workfront/using/adobe-workfront-planning/adobe-workfront-planning-views/manage-the-calendar-view#:~:text=Edit%20the%20calendar%20view,6b-2202-40d6-bcd0-3ee0c2316b43)
- [View calendar reports and event details: grouping Past events...](https://experienceleague.adobe.com/en/docs/workfront/using/reporting/reports/calendars/view-calendar-reports-and-event-details#:~:text=grouping%20Past%20events%20have%20lighter,in%20the%20project%20list)
- [Manage the timeline view: Edit the timeline...](https://experienceleague.adobe.com/en/docs/workfront/using/adobe-workfront-planning/adobe-workfront-planning-views/manage-the-timeline-view#:~:text=Edit%20the%20timeline%20view%20settings,__as%20well%20as%20for%20the%20connected)
- [Manage Record Views: for must have...](https://experienceleague.adobe.com/en/docs/workfront/using/adobe-workfront-planning/adobe-workfront-planning-views/manage-record-views#:~:text=for%20must%20have%20at%20least%20two%20date,view%20Manage%20the%20calendar%20view)",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,4.855,
e2a7566e-01f6-4237-94cf-c73cff4ed9c4,61318d4a-27db-498f-b948-f65dd44f69d8,61318d4a-27db-498f-b948-f65dd44f69d8,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cbc00332e183defd3206a3cebb5,How do I color code my campaigns?,2025-08-19T19:43:07.034000,Help_Documentation,"To color code your campaigns in Workfront, you can follow these steps:

1. **Access the Campaign Settings**: Navigate to the section where your campaigns are managed. This could be under Projects or a specific Campaigns area, depending on your setup.

2. **Select Color Palette**: Look for an option to choose or customize your color palette. This is where you can define the colors that will represent different campaigns.

3. **Add Colors**: You can add colors by either selecting from predefined options or entering specific color codes. If you know the hexadecimal code for the colors you want to use, you can input those directly. For example, you might use codes for colors like cayenne, magenta, yellow, and black (K).

4. **Set Brand Guidelines**: Ensure that the colors you choose align with your brand guidelines. This helps maintain consistency across all your campaigns.

5. **Publish Changes**: Once you have selected and set your colors, make sure to publish your changes. You can choose to publish just the section you worked on or publish all changes at once. This will ensure that your color coding is applied in real time.

6. **Real-Time Updates**: After publishing, any adjustments you make will be reflected immediately in your campaign guidelines and brand portal.

By following these steps, you can effectively color code your campaigns in Workfront, making it easier to manage and differentiate them visually.

Sources:
- [Create Brand Guidelines in Brand Connect: anything, resize it...](https://experienceleague.adobe.com/en/docs/workfront-learn/tutorials-workfront/workfront-dam-program/brand-connect-customization/create-brand-guidelines-in-brand-connect#:~:text=anything%2C%20resize%20it%20You%20can%20say,portalAll%20happening%20in%20real%20time)",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,5.98,
e2a7566e-01f6-4237-94cf-c73cff4ed9c4,e0fb3319-b1c7-4130-89db-01f3dff8c20a,e0fb3319-b1c7-4130-89db-01f3dff8c20a,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cbc00332e183defd3206a3cebb5,"Create a new record, based on file that is provided.",2025-08-19T19:47:39.729000,Maestro,"### Actions I’ll perform:

- Create a record in Campaigns, based on provided document

Should I go ahead?",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,6.49,
e2a7566e-01f6-4237-94cf-c73cff4ed9c4,0da2f47f-ae13-45fa-87bf-dcdaa01dff13,0da2f47f-ae13-45fa-87bf-dcdaa01dff13,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cbc00332e183defd3206a3cebb5,"Create a new record, based on file that is provided.",2025-08-19T19:59:24.571000,Maestro,"### Actions I’ll take next:

- Create a record in Campaigns, based on provided document

Should I go ahead?",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,7.733,
f7ad3cc4-2e21-4b68-b6b9-5185ed0c5003,9b6f4f9a-c1c8-4d79-80b4-e1a397ed28f9,9b6f4f9a-c1c8-4d79-80b4-e1a397ed28f9,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb200e2bc674108e90cf0af82d2,How do I create campaign,2025-08-19T19:42:58.867000,Help_Documentation,"Creating a campaign in Workfront typically involves setting up a project that aligns with your campaign goals. While the documentation available does not specifically mention ""campaigns,"" you can follow these steps to create a project that can serve as your campaign:

1. **Access the Projects Page**: Click on the **Main Menu** in the upper-right corner or the upper-left corner, then select **Projects**.

2. **Create a New Project**: Click on **New Project**. You can choose to create a project from a template or from scratch.

3. **Select a Method**:
   - **From a Template**: If you have a template that fits your campaign needs, select **New Project from Template**. Browse through the active templates, preview their summaries, and choose one that suits your campaign. Fill out the initial information, such as the project name, and click **Create Project**.
   - **From Scratch**: If you prefer to start fresh, select **New Project**. Enter the project name and edit details like sharing options, custom data, portfolio, and program. You can accept or change the defaults set by your group or system administrator. Save the project, which will initially be shared only with you and system administrators.

4. **Add Tasks**: Once the project is created, you can add tasks relevant to your campaign by typing their names. You can also edit fields like duration and planned hours.

5. **Request Approval (if necessary)**: If your campaign requires approval, you can change the project status to **Requested** and submit it for review.

By following these steps, you can effectively set up a project in Workfront that functions as your campaign.

Sources:
- [Learn four ways to create a project: DocumentationWorkfrontLearn,the MS Project...](https://experienceleague.adobe.com/en/docs/workfront-learn/tutorials-workfront/manage-work/projects/understand-other-ways-to-create-projects#:~:text=DocumentationWorkfrontLearn,the%20MS%20Project%20file%20as%20an%20XML%20file)
- [Request a project: Request a project1...](https://experienceleague.adobe.com/en/docs/workfront/using/manage-work/projects/create-projects/request-project#:~:text=Request%20a%20project1%20Do%20one%20of%20the,6b-2202-40d6-bcd0-3ee0c2316b43)",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,6.444,
f7ad3cc4-2e21-4b68-b6b9-5185ed0c5003,00f8e22b-90aa-4ae0-bcfb-a3030ca90ead,00f8e22b-90aa-4ae0-bcfb-a3030ca90ead,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb200e2bc674108e90cf0af82d2,create a new record,2025-08-19T19:47:47.369000,Maestro,"### Actions I’ll perform:

- Create a record in Campaigns

Should I go ahead?",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,12.992,
f7ad3cc4-2e21-4b68-b6b9-5185ed0c5003,a9899bac-402d-40c4-a985-bf0ef48ebe65,a9899bac-402d-40c4-a985-bf0ef48ebe65,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb200e2bc674108e90cf0af82d2,"Create a new record, based on file that is provided.",2025-08-19T19:48:17.810000,Maestro,"### Here’s what I’ll do next:

- Create a record in Campaigns, based on provided document

Should I go ahead?",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a82/view,4.911,
8c363e59-e0fd-4bea-8bb0-f372648001eb,2fa5fb9e-6417-467a-9f0a-341c849f6cb5,2fa5fb9e-6417-467a-9f0a-341c849f6cb5,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb000330c413e725f02e53aec59,How do I create a shareable calendar,2025-08-19T19:42:11.003000,Help_Documentation,"To create a shareable calendar in Workfront, follow these steps:

1. Navigate to the calendar you want to share.
2. Click the **More** menu next to the calendar name, then select **Sharing**.
3. In the **Give Calendar access to** field, start typing the name of the user, team, role, group, or company you wish to share the calendar with, and select the name from the drop-down list.
4. (Optional) If you want to share the calendar with additional users, teams, roles, or groups, repeat step 3 for each one.
5. Specify the permissions for each entity you added in step 3 by clicking the drop-down menu next to their name. You can choose from:
   - **View:** Users can review and share the calendar.
   - **Manage:** Users have full access to the calendar, excluding administrative rights, along with all View permissions.
6. (Optional) Depending on the user's role, you may have the option to click **Advanced Options**, then click **Share** to allow that user to share the calendar with others.

Make sure to review the permissions you set, as the Workfront administrator and the calendar creator can remove access if needed.

Sources:
- [Share a Calendar Report: Share a calendar...](https://experienceleague.adobe.com/en/docs/workfront/using/reporting/reports/calendars/share-a-calendar-report#:~:text=Share%20a%20calendar%20with%20Workfront,of%20sharingpermissions%20on%20objects)",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/V689b7e554564a077ee376a83/view,5.691,
8c363e59-e0fd-4bea-8bb0-f372648001eb,966f63cd-f873-4084-a3ab-42aff6cf094c,966f63cd-f873-4084-a3ab-42aff6cf094c,67ff50f60be0bc07fa4236b1c602caaf,67ff50f60be0bc07fa4236b1c602caaf,689a9cb000330c413e725f02e53aec59,"Create a new record, based on file that is provided.",2025-08-19T19:52:05.099000,Maestro,"### Actions I’ll perform:

- Create a record in Campaigns, based on provided document

Should I go ahead?",/maestro/Ws689b7e544564a077ee3769ae/Rt689b7e544564a077ee3769af/Rc68a4d470ba0e9d1f79267d61/record/,7.181,
92d99c2b-821d-446d-8268-e222e7d0ed1f,b8ee8258-b9c4-4226-84f8-60ceeb305c3a,b8ee8258-b9c4-4226-84f8-60ceeb305c3a,67ff50810bdef924e46b10f2cafc787c,67ff50810bdef924e46b10f2cafc787c,680fcdb31da9d840b822cc7f5c3d5667,Tell me which products are being marketing in upcoming campaigns,2025-08-19T19:38:30.691000,Maestro,"The product being marketed in the upcoming campaign is ""Trailblazing Together: Hiking with Your Horse"" in the ""Trailblaze the Frontier"" campaign.",/maestro/Ws680fccf1f0792370a86c7a24/Rt680fccf1f0792370a86c7a25/V680fccf2f0792370a86c7b10/view,6.274,
92d99c2b-821d-446d-8268-e222e7d0ed1f,f99da12f-b037-43a9-ae2b-1de6eadfafa4,f99da12f-b037-43a9-ae2b-1de6eadfafa4,67ff50810bdef924e46b10f2cafc787c,67ff50810bdef924e46b10f2cafc787c,680fcdb31da9d840b822cc7f5c3d5667,Which personas are being targeting in upcoming campaigns,2025-08-19T19:39:26.089000,Maestro,"1 task(s) have been completed successfully.
- Records retrieved from Campaigns.

The persona targeted in the upcoming campaign ""Trailblaze the Frontier"" is the ""Seasonal Outdoor Enthusiast"".",/maestro/Ws680fccf1f0792370a86c7a24/Rt680fccf1f0792370a86c7a25/V680fccf2f0792370a86c7b10/view,7.86,
92d99c2b-821d-446d-8268-e222e7d0ed1f,0f837d5d-6247-4795-a57d-2300530e511a,0f837d5d-6247-4795-a57d-2300530e511a,67ff50810bdef924e46b10f2cafc787c,67ff50810bdef924e46b10f2cafc787c,680fcdb31da9d840b822cc7f5c3d5667,which personas were marketed to in previous campaigns,2025-08-19T19:40:05.694000,Maestro,"1 task(s) have been completed successfully.
- Records retrieved from Campaigns.

The personas targeted in previous campaigns were:

1. ""Carve Your Path"" campaign: Seasonal Outdoor Enthusiast
2. ""JoeB - Freedom to Roam"" campaign: Seasonal Outdoor Enthusiast",/maestro/Ws680fccf1f0792370a86c7a24/Rt680fccf1f0792370a86c7a25/V680fccf2f0792370a86c7b10/view,22.994,
92d99c2b-821d-446d-8268-e222e7d0ed1f,8b4a8c32-af6a-4f90-92c3-91ab4dcf7038,8b4a8c32-af6a-4f90-92c3-91ab4dcf7038,67ff50810bdef924e46b10f2cafc787c,67ff50810bdef924e46b10f2cafc787c,680fcdb31da9d840b822cc7f5c3d5667,Which campaigns are using YouTube as a channel,2025-08-19T19:42:27.108000,Maestro,"1 task(s) have been completed successfully.
- Records retrieved from Campaigns.

The campaigns using YouTube as a channel are:

1. Explore Beyond Limits
2. Trailblaze the Frontier
3. Carve Your Path
4. JoeB - Freedom to Roam",/maestro/Ws680fccf1f0792370a86c7a24/Rt680fccf1f0792370a86c7a25/V680fccf2f0792370a86c7b10/view,8.952,
92d99c2b-821d-446d-8268-e222e7d0ed1f,c61d269d-07a1-4a0f-9f84-ddca45874502,c61d269d-07a1-4a0f-9f84-ddca45874502,67ff50810bdef924e46b10f2cafc787c,67ff50810bdef924e46b10f2cafc787c,680fcdb31da9d840b822cc7f5c3d5667,which campaigns are utilizing facebook as a channel,2025-08-19T19:42:57.026000,Maestro,"The campaigns utilizing Facebook as a channel are:

1. Explore Beyond Limits
2. Trailblaze the Frontier
3. JoeB - Freedom to Roam",/maestro/Ws680fccf1f0792370a86c7a24/Rt680fccf1f0792370a86c7a25/V680fccf2f0792370a86c7b10/view,5.31,
